x,y,z,intensity,r,g,b
-16.856,-60.914,-1.468,-1096,255,255,253
-16.844,-60.916,-1.457,-1111,255,255,253
-16.856,-60.913,-1.46,-1137,255,255,253
-16.867,-60.907,-1.443,-1113,255,255,255
-16.844,-60.917,-1.449,-1113,255,254,255
-16.856,-60.913,-1.445,-1029,255,255,253
-16.833,-60.924,-1.459,-1072,255,255,253
-16.82,-60.926,-1.461,-1157,255,255,253
-16.82,-60.925,-1.446,-1073,255,255,253
-16.832,-60.922,-1.442,-1109,255,254,255
-16.867,-60.905,-1.459,-1075,255,255,255
-16.797,-60.937,-1.497,-1104,255,255,253
-16.809,-60.933,-1.486,-1144,255,255,253
-16.797,-60.937,-1.481,-1145,255,255,253
-16.809,-60.93,-1.47,-1098,254,255,253
-16.797,-60.935,-1.474,-1121,255,255,253
-16.808,-60.93,-1.462,-1099,254,255,253
-16.809,-60.933,-1.447,-1062,254,255,253
-16.797,-60.935,-1.443,-1119,254,255,253
-16.773,-60.944,-1.436,-1037,254,255,255
-16.785,-60.94,-1.432,-1042,252,255,255
-16.786,-60.942,-1.424,-1106,252,255,255
-16.785,-60.94,-1.409,-1113,254,255,255
-16.761,-60.95,-1.434,-1073,254,254,255
-16.75,-60.956,-1.43,-1104,213,206,213
-16.75,-60.956,-1.422,-1119,220,213,220
-16.773,-60.944,-1.421,-1065,253,255,254
-16.76,-60.948,-1.419,-1124,255,255,255
-16.785,-60.939,-1.393,-1090,255,255,253
-16.785,-60.94,-1.385,-1091,255,255,253
-16.773,-60.947,-1.405,-1088,254,255,255
-16.772,-60.943,-1.397,-1103,255,255,255
-16.761,-60.951,-1.404,-1145,255,253,254
-16.761,-60.951,-1.396,-1116,255,253,254
-16.773,-60.945,-1.381,-1063,255,254,255
-16.761,-60.95,-1.382,-1152,255,254,255
-16.867,-60.906,-1.436,-1116,255,255,255
-16.844,-60.915,-1.433,-1139,255,254,255
-16.856,-60.914,-1.437,-1121,255,255,253
-16.868,-60.908,-1.421,-1073,255,255,255
-16.845,-60.919,-1.418,-1109,255,254,255
-16.856,-60.911,-1.422,-1108,255,255,253
-16.844,-60.916,-1.41,-1099,255,255,255
-16.832,-60.921,-1.435,-1106,255,254,255
-16.821,-60.928,-1.43,-1062,255,255,255
-16.821,-60.928,-1.422,-1108,255,255,255
-16.832,-60.92,-1.419,-1104,255,254,255
-16.832,-60.921,-1.411,-1075,255,255,255
-16.867,-60.907,-1.405,-1099,255,255,255
-16.868,-60.908,-1.397,-1103,255,255,255
-16.856,-60.913,-1.405,-1124,255,255,253
-16.844,-60.916,-1.395,-1078,255,255,255
-16.856,-60.913,-1.398,-1108,255,255,253
-16.844,-60.917,-1.38,-1122,252,255,253
-16.855,-60.91,-1.383,-1114,255,255,253
-16.833,-60.923,-1.396,-1137,254,255,255
-16.82,-60.926,-1.406,-1091,254,255,255
-16.82,-60.924,-1.398,-1099,254,255,255
-16.833,-60.922,-1.38,-1096,252,255,255
-16.82,-60.926,-1.383,-1083,254,255,255
-16.867,-60.905,-1.381,-1113,255,255,255
-16.809,-60.932,-1.431,-1086,254,255,253
-16.797,-60.937,-1.435,-1119,254,255,253
-16.809,-60.931,-1.423,-1101,254,255,253
-16.797,-60.936,-1.419,-1103,254,255,253
-16.809,-60.93,-1.407,-1136,254,255,253
-16.797,-60.937,-1.404,-1068,254,255,253
-16.809,-60.93,-1.392,-1137,255,255,253
-16.796,-60.933,-1.397,-1029,254,255,253
-16.809,-60.932,-1.384,-1139,255,255,253
-16.796,-60.934,-1.381,-1118,255,255,253
-16.974,-60.866,-1.496,-1091,169,162,178
-16.974,-60.864,-1.48,-1090,170,164,178
-16.974,-60.867,-1.472,-1077,170,164,176
-16.975,-60.867,-1.457,-1068,166,163,172
-16.974,-60.864,-1.449,-1083,165,164,170
-16.974,-60.866,-1.433,-1116,166,165,171
-16.974,-60.865,-1.417,-1158,171,170,176
-16.974,-60.865,-1.409,-1116,168,168,176
-16.975,-60.867,-1.394,-1085,168,168,176
-16.973,-60.86,-1.378,-1134,167,169,181
-16.892,-60.899,-1.37,-1096,255,254,255
-16.903,-60.892,-1.367,-1154,255,255,253
-16.903,-60.892,-1.36,-1057,255,255,255
-16.879,-60.902,-1.367,-1034,255,255,255
-16.879,-60.901,-1.36,-1119,255,255,255
-16.891,-60.898,-1.355,-1126,254,255,255
-16.892,-60.9,-1.347,-1109,254,255,255
-16.903,-60.892,-1.345,-1075,255,254,255
-16.879,-60.902,-1.344,-1126,255,255,253
-16.892,-60.901,-1.333,-1103,254,255,255
-16.904,-60.894,-1.33,-1126,255,254,255
-16.879,-60.902,-1.329,-1119,255,255,253
-16.903,-60.892,-1.316,-1140,255,254,255
-16.891,-60.897,-1.317,-1093,254,255,255
-16.88,-60.905,-1.321,-1114,255,255,253
-16.903,-60.893,-1.308,-1119,255,254,255
-16.891,-60.898,-1.309,-1070,254,255,255
-16.879,-60.902,-1.306,-1086,255,255,253
-16.904,-60.893,-1.294,-1131,255,254,255
-16.891,-60.898,-1.294,-1109,254,255,255
-16.88,-60.903,-1.29,-1142,255,255,253
-16.879,-60.9,-1.283,-1109,255,255,253
-16.904,-60.892,-1.279,-1111,255,254,255
-16.891,-60.897,-1.278,-1111,254,255,255
-16.892,-60.899,-1.271,-1072,254,255,255
-16.88,-60.904,-1.266,-1088,255,255,251
-16.904,-60.891,-1.264,-1050,255,254,255
-16.892,-60.901,-1.255,-1106,254,255,255
-16.903,-60.893,-1.257,-1086,254,255,255
-16.88,-60.902,-1.259,-1154,255,255,251
-16.809,-60.931,-1.368,-1090,255,255,253
-16.773,-60.944,-1.366,-1126,255,253,254
-16.785,-60.939,-1.37,-1077,255,254,253
-16.785,-60.94,-1.354,-1132,255,255,255
-16.784,-60.938,-1.346,-1096,254,255,255
-16.762,-60.952,-1.367,-1118,255,254,255
-16.76,-60.948,-1.36,-1078,255,255,255
-16.75,-60.957,-1.354,-1114,247,255,255
-16.773,-60.947,-1.358,-1122,255,253,254
-16.762,-60.953,-1.345,-1101,245,255,254
-16.785,-60.942,-1.33,-1098,255,255,255
-16.785,-60.939,-1.322,-1049,255,254,255
-16.773,-60.945,-1.343,-1096,251,255,255
-16.773,-60.946,-1.335,-1106,246,250,251
-16.761,-60.951,-1.33,-1080,249,255,255
-16.773,-60.945,-1.319,-1106,252,252,252
-16.761,-60.951,-1.322,-1106,252,255,255
-16.832,-60.92,-1.372,-1090,252,255,255
-16.868,-60.909,-1.366,-1157,255,255,255
-16.845,-60.918,-1.372,-1073,252,255,253
-16.855,-60.91,-1.367,-1103,255,255,253
-16.868,-60.908,-1.358,-1072,255,255,255
-16.845,-60.919,-1.357,-1041,254,255,255
-16.856,-60.914,-1.359,-1088,255,255,253
-16.82,-60.925,-1.367,-1088,254,255,255
-16.82,-60.925,-1.359,-1108,255,255,255
-16.832,-60.92,-1.357,-1044,255,255,255
-16.867,-60.907,-1.343,-1116,255,255,255
-16.868,-60.909,-1.335,-1080,255,255,255
-16.845,-60.92,-1.341,-1086,255,254,255
-16.856,-60.912,-1.343,-1150,255,254,255
-16.844,-60.915,-1.333,-1140,254,255,255
-16.856,-60.914,-1.336,-1109,255,255,255
-16.868,-60.909,-1.319,-1152,255,255,255
-16.845,-60.919,-1.317,-1101,252,255,255
-16.856,-60.912,-1.32,-1113,255,255,255
-16.832,-60.921,-1.34,-1080,255,254,255
-16.833,-60.922,-1.333,-1167,254,255,255
-16.82,-60.925,-1.344,-1060,255,253,255
-16.821,-60.927,-1.335,-1065,255,254,255
-16.82,-60.924,-1.32,-1118,255,255,255
-16.832,-60.921,-1.317,-1072,252,255,255
-16.809,-60.931,-1.361,-1075,255,254,255
-16.797,-60.935,-1.373,-1073,255,255,253
-16.809,-60.933,-1.345,-1055,255,253,255
-16.796,-60.934,-1.358,-1113,255,255,253
-16.808,-60.929,-1.329,-1098,255,254,255
-16.797,-60.935,-1.342,-1113,255,253,255
-16.797,-60.936,-1.335,-1124,255,254,255
-16.81,-60.934,-1.322,-1088,255,254,255
-16.797,-60.936,-1.319,-1116,255,254,253
-16.774,-60.947,-1.304,-1136,255,255,255
-16.785,-60.939,-1.306,-1090,255,255,253
-16.798,-60.939,-1.296,-1096,255,254,253
-16.786,-60.942,-1.291,-1101,255,255,253
-16.785,-60.939,-1.283,-1136,255,255,253
-16.761,-60.949,-1.308,-1116,255,255,255
-16.75,-60.956,-1.294,-1109,248,248,255
-16.772,-60.943,-1.296,-1145,250,250,250
-16.76,-60.947,-1.293,-1050,254,255,255
-16.786,-60.943,-1.267,-1132,254,255,255
-16.785,-60.941,-1.259,-1093,252,255,255
-16.773,-60.944,-1.28,-1116,252,255,255
-16.751,-60.957,-1.272,-1060,230,245,252
-16.773,-60.945,-1.272,-1126,252,255,255
-16.761,-60.95,-1.278,-1083,249,255,255
-16.761,-60.948,-1.27,-1129,247,255,255
-16.773,-60.944,-1.256,-1118,248,255,255
-16.761,-60.948,-1.255,-1075,245,255,255
-16.867,-60.905,-1.296,-1099,255,255,255
-16.867,-60.907,-1.304,-1109,255,255,255
-16.845,-60.919,-1.31,-1101,252,255,255
-16.855,-60.91,-1.305,-1090,255,255,255
-16.844,-60.917,-1.294,-1101,254,255,255
-16.855,-60.91,-1.296,-1103,255,255,255
-16.833,-60.923,-1.309,-1078,252,255,255
-16.82,-60.926,-1.304,-1032,255,255,255
-16.82,-60.926,-1.296,-1108,255,255,253
-16.832,-60.922,-1.294,-1139,252,255,255
-16.867,-60.907,-1.28,-1101,255,255,253
-16.856,-60.912,-1.281,-1103,255,254,255
-16.844,-60.915,-1.271,-1126,255,253,254
-16.868,-60.907,-1.265,-1118,255,255,253
-16.855,-60.91,-1.265,-1086,255,253,255
-16.845,-60.918,-1.255,-1126,255,254,255
-16.856,-60.912,-1.258,-1091,255,254,255
-16.831,-60.918,-1.278,-1127,254,254,254
-16.821,-60.929,-1.281,-1113,255,254,253
-16.843,-60.913,-1.279,-1080,254,254,254
-16.832,-60.921,-1.27,-1090,255,253,254
-16.82,-60.923,-1.265,-1081,255,254,253
-16.821,-60.928,-1.257,-1073,255,253,253
-16.832,-60.921,-1.255,-1129,255,254,255
-16.867,-60.904,-1.257,-1132,255,255,253
-16.81,-60.934,-1.306,-1149,255,255,253
-16.797,-60.935,-1.303,-1096,255,254,253
-16.809,-60.93,-1.29,-1077,255,254,253
-16.809,-60.932,-1.282,-1114,255,254,253
-16.808,-60.929,-1.266,-1081,255,254,251
-16.797,-60.935,-1.28,-1127,255,254,251
-16.797,-60.937,-1.265,-1073,255,255,251
-16.808,-60.929,-1.258,-1134,255,254,253
-16.796,-60.933,-1.257,-1137,255,255,253
-16.974,-60.864,-1.347,-1072,160,163,172
-16.974,-60.864,-1.331,-1099,165,168,175
-16.974,-60.866,-1.316,-1059,168,171,180
-16.974,-60.867,-1.308,-1103,166,170,179
-16.974,-60.866,-1.292,-1101,163,167,176
-16.974,-60.864,-1.284,-1054,161,165,174
-16.974,-60.866,-1.268,-1042,155,162,172
-16.974,-60.866,-1.252,-1075,155,161,173
-16.75,-60.955,-1.37,-1140,255,255,255
-16.687,-60.967,-1.499,-1149,198,190,188
-16.712,-60.962,-1.498,-1162,211,222,228
-16.689,-60.976,-1.483,-1409,191,180,188
-16.737,-60.959,-1.494,-1109,228,242,245
-16.738,-60.96,-1.487,-1142,195,206,210
-16.727,-60.967,-1.493,-1208,235,250,255
-16.727,-60.967,-1.486,-1193,157,168,174
-16.75,-60.955,-1.483,-1073,209,218,223
-16.737,-60.959,-1.471,-1136,151,158,164
-16.725,-60.961,-1.47,-1250,174,174,182
-16.7,-60.966,-1.484,-1339,184,178,188
-16.712,-60.961,-1.483,-1276,151,160,167
-16.712,-60.962,-1.475,-1635,155,159,168
-16.75,-60.954,-1.467,-1093,202,205,210
-16.738,-60.961,-1.456,-1077,205,202,209
-16.725,-60.962,-1.455,-1144,173,170,179
-16.738,-60.96,-1.449,-1080,217,212,219
-16.726,-60.963,-1.447,-1160,227,219,230
-16.749,-60.953,-1.445,-1122,214,211,218
-16.677,-60.976,-1.494,-1262,189,181,178
-16.678,-60.98,-1.486,-1399,205,197,194
-16.665,-60.982,-1.493,-1257,205,198,190
-16.713,-60.965,-1.42,-1335,254,240,253
-16.738,-60.959,-1.434,-1063,224,217,225
-16.725,-60.963,-1.432,-1162,246,234,244
-16.726,-60.965,-1.424,-1201,246,234,244
-16.738,-60.96,-1.418,-1114,240,230,238
-16.75,-60.955,-1.407,-1085,232,225,232
-16.738,-60.959,-1.41,-1124,243,233,241
-16.726,-60.963,-1.408,-1137,252,240,250
-16.75,-60.954,-1.392,-1111,253,251,254
-16.737,-60.957,-1.395,-1118,248,246,251
-16.726,-60.964,-1.394,-1124,254,252,255
-16.75,-60.955,-1.384,-1155,255,255,255
-16.737,-60.958,-1.38,-1126,251,251,253
-16.726,-60.966,-1.386,-1121,254,252,255
-16.738,-60.961,-1.373,-1106,251,252,254
-16.726,-60.963,-1.37,-1173,252,255,255
-16.738,-60.959,-1.358,-1134,249,255,255
-16.749,-60.953,-1.347,-1142,242,255,255
-16.727,-60.967,-1.355,-1109,242,255,255
-16.725,-60.962,-1.347,-1063,238,253,255
-16.737,-60.957,-1.342,-1073,234,250,250
-16.739,-60.963,-1.334,-1111,232,242,244
-16.749,-60.953,-1.332,-1075,243,253,254
-16.726,-60.963,-1.331,-1111,220,229,234
-16.75,-60.955,-1.316,-1060,235,236,241
-16.738,-60.959,-1.319,-1091,207,206,214
-16.726,-60.965,-1.316,-1121,172,170,181
-16.75,-60.954,-1.309,-1111,248,247,253
-16.737,-60.958,-1.304,-1068,182,181,189
-16.726,-60.963,-1.308,-1114,183,179,193
-16.738,-60.959,-1.297,-1080,182,182,192
-16.738,-60.961,-1.282,-1062,180,190,200
-16.726,-60.964,-1.293,-1142,171,169,182
-16.726,-60.964,-1.285,-1119,172,176,188
-16.75,-60.955,-1.278,-1052,234,245,251
-16.737,-60.958,-1.266,-1091,174,191,201
-16.726,-60.966,-1.27,-1149,162,178,193
-16.737,-60.958,-1.258,-1106,171,191,202
-16.75,-60.954,-1.256,-1119,225,244,251
-16.725,-60.962,-1.254,-1114,158,180,194
-16.962,-60.868,-1.113,-1232,177,187,188
-16.903,-60.894,-1.243,-1109,254,255,255
-16.891,-60.896,-1.24,-1088,254,255,255
-16.879,-60.902,-1.244,-1098,255,255,251
-16.904,-60.896,-1.229,-1152,254,255,255
-16.879,-60.902,-1.228,-1101,255,255,251
-16.891,-60.895,-1.232,-1114,254,255,255
-16.88,-60.903,-1.221,-1077,255,255,251
-16.902,-60.89,-1.214,-1072,254,255,255
-16.891,-60.898,-1.216,-1103,254,255,255
-16.903,-60.892,-1.206,-1103,254,255,255
-16.891,-60.895,-1.209,-1104,254,255,255
-16.88,-60.902,-1.205,-1099,255,255,253
-16.892,-60.899,-1.193,-1086,253,254,255
-16.904,-60.898,-1.193,-1136,254,254,252
-16.879,-60.902,-1.189,-1124,254,253,255
-16.892,-60.899,-1.178,-1119,253,254,255
-16.903,-60.893,-1.178,-1073,254,254,252
-16.879,-60.902,-1.181,-1091,254,253,255
-16.891,-60.895,-1.17,-1104,253,254,255
-16.902,-60.891,-1.163,-1103,254,254,252
-16.88,-60.905,-1.167,-1095,254,253,255
-16.903,-60.893,-1.156,-1054,254,254,252
-16.891,-60.896,-1.155,-1113,253,254,255
-16.903,-60.896,-1.141,-1093,254,254,252
-16.879,-60.901,-1.15,-1111,254,253,255
-16.879,-60.901,-1.143,-1101,254,253,255
-16.891,-60.898,-1.14,-1088,253,254,255
-16.892,-60.901,-1.132,-1108,253,254,255
-16.902,-60.891,-1.127,-1073,254,254,252
-16.879,-60.899,-1.127,-1075,254,253,255
-16.809,-60.932,-1.243,-1109,255,254,253
-16.773,-60.945,-1.241,-1116,247,255,255
-16.784,-60.938,-1.244,-1068,252,255,255
-16.785,-60.939,-1.228,-1122,252,255,255
-16.786,-60.942,-1.22,-1070,253,254,255
-16.761,-60.95,-1.241,-1095,245,255,255
-16.75,-60.956,-1.233,-1072,222,238,253
-16.773,-60.944,-1.233,-1178,248,255,255
-16.761,-60.951,-1.234,-1119,247,255,255
-16.761,-60.951,-1.219,-1086,248,255,255
-16.797,-60.938,-1.218,-1119,255,254,255
-16.785,-60.94,-1.204,-1096,255,254,251
-16.785,-60.942,-1.196,-1085,255,254,250
-16.773,-60.944,-1.217,-1145,251,255,255
-16.773,-60.944,-1.209,-1119,252,255,255
-16.761,-60.951,-1.204,-1085,249,255,255
-16.75,-60.955,-1.202,-1067,196,213,233
-16.75,-60.956,-1.195,-1118,200,218,240
-16.772,-60.942,-1.193,-1050,254,254,254
-16.761,-60.948,-1.189,-1114,251,255,255
-16.832,-60.92,-1.247,-1080,255,254,255
-16.867,-60.907,-1.241,-1140,255,255,253
-16.856,-60.913,-1.242,-1124,255,254,255
-16.868,-60.908,-1.233,-1150,255,255,253
-16.845,-60.919,-1.232,-1155,255,254,255
-16.856,-60.912,-1.234,-1072,255,254,255
-16.844,-60.915,-1.24,-1157,255,254,255
-16.821,-60.927,-1.241,-1098,255,254,255
-16.833,-60.923,-1.231,-1113,255,254,255
-16.82,-60.923,-1.234,-1139,255,254,255
-16.868,-60.907,-1.218,-1145,255,255,253
-16.844,-60.917,-1.217,-1140,255,255,255
-16.856,-60.912,-1.218,-1090,255,254,255
-16.844,-60.916,-1.209,-1139,255,255,255
-16.868,-60.908,-1.202,-1122,254,254,255
-16.868,-60.908,-1.194,-1131,254,253,255
-16.856,-60.914,-1.202,-1122,255,254,252
-16.845,-60.918,-1.193,-1109,255,255,253
-16.855,-60.91,-1.195,-1057,255,254,250
-16.832,-60.921,-1.215,-957,255,255,255
-16.82,-60.926,-1.218,-1026,255,254,255
-16.832,-60.919,-1.207,-1057,255,255,255
-16.82,-60.924,-1.194,-1121,252,255,255
-16.832,-60.921,-1.192,-1078,255,255,255
-16.819,-60.922,-1.202,-1132,254,255,255
-16.797,-60.935,-1.241,-1078,255,255,253
-16.809,-60.93,-1.227,-1108,255,254,253
-16.797,-60.937,-1.233,-1083,255,255,253
-16.809,-60.93,-1.219,-1078,255,254,255
-16.809,-60.931,-1.203,-1129,255,255,255
-16.809,-60.931,-1.196,-1080,254,255,255
-16.797,-60.936,-1.202,-1122,255,255,253
-16.796,-60.934,-1.194,-1072,255,255,253
-16.772,-60.943,-1.178,-1121,255,255,255
-16.785,-60.942,-1.18,-1121,255,255,250
-16.785,-60.941,-1.164,-1098,255,254,251
-16.76,-60.946,-1.182,-1101,251,255,255
-16.772,-60.943,-1.17,-1088,255,255,255
-16.762,-60.953,-1.168,-1086,245,252,255
-16.785,-60.94,-1.141,-1070,255,255,251
-16.786,-60.942,-1.132,-1093,255,255,251
-16.773,-60.944,-1.154,-1091,254,255,255
-16.75,-60.955,-1.141,-1111,214,232,254
-16.773,-60.945,-1.146,-1127,254,255,255
-16.761,-60.95,-1.153,-1065,245,252,255
-16.773,-60.946,-1.13,-1049,254,255,255
-16.761,-60.949,-1.138,-1078,248,255,255
-16.761,-60.948,-1.131,-1101,248,255,255
-16.867,-60.905,-1.171,-1093,254,253,255
-16.868,-60.908,-1.179,-1062,254,253,255
-16.844,-60.915,-1.177,-1121,255,255,253
-16.856,-60.911,-1.178,-1139,255,254,250
-16.844,-60.916,-1.17,-1091,255,255,253
-16.856,-60.913,-1.171,-1101,255,254,250
-16.832,-60.92,-1.177,-1062,255,255,255
-16.82,-60.925,-1.178,-1091,252,255,255
-16.82,-60.925,-1.17,-1127,252,255,255
-16.831,-60.918,-1.168,-1157,255,255,255
-16.868,-60.909,-1.155,-1099,254,253,255
-16.845,-60.918,-1.154,-1085,255,254,251
-16.855,-60.91,-1.155,-1080,255,254,250
-16.868,-60.91,-1.14,-1063,254,253,255
-16.844,-60.916,-1.138,-1126,255,254,251
-16.856,-60.913,-1.139,-1062,255,254,250
-16.857,-60.915,-1.131,-1132,255,254,250
-16.844,-60.916,-1.13,-1109,255,254,251
-16.832,-60.92,-1.153,-1101,255,255,253
-16.821,-60.927,-1.155,-1083,252,255,255
-16.832,-60.92,-1.145,-1054,255,255,253
-16.82,-60.926,-1.139,-1095,252,255,255
-16.821,-60.927,-1.131,-1091,252,255,255
-16.832,-60.919,-1.129,-1104,255,253,252
-16.867,-60.905,-1.131,-1114,254,253,255
-16.809,-60.931,-1.18,-1072,254,255,255
-16.797,-60.935,-1.179,-1063,255,255,253
-16.809,-60.93,-1.156,-1073,254,255,255
-16.808,-60.929,-1.164,-1104,254,255,255
-16.797,-60.934,-1.171,-1139,255,255,253
-16.784,-60.937,-1.156,-1099,255,254,251
-16.796,-60.934,-1.155,-1072,255,255,253
-16.808,-60.928,-1.14,-1118,254,255,255
-16.809,-60.93,-1.132,-1104,254,255,255
-16.796,-60.934,-1.14,-1067,255,255,255
-16.797,-60.935,-1.132,-1098,255,255,255
-16.974,-60.865,-1.245,-1108,156,164,175
-16.974,-60.865,-1.229,-1063,161,169,180
-16.974,-60.866,-1.222,-1121,162,170,183
-16.974,-60.866,-1.206,-1085,162,170,183
-16.974,-60.866,-1.19,-1096,160,169,184
-16.963,-60.872,-1.177,-1376,209,215,211
-16.974,-60.866,-1.182,-1067,159,168,183
-16.974,-60.866,-1.166,-1106,163,172,187
-16.974,-60.866,-1.15,-1098,162,171,188
-16.974,-60.865,-1.143,-1054,161,170,187
-16.975,-60.867,-1.127,-1085,161,169,188
-16.962,-60.867,-1.145,-1296,202,208,206
-16.963,-60.873,-1.129,-1288,203,209,207
-16.903,-60.895,-1.119,-1127,254,254,252
-16.891,-60.897,-1.117,-1111,253,254,255
-16.88,-60.902,-1.12,-1121,254,253,255
-16.905,-60.897,-1.105,-1077,254,254,254
-16.891,-60.897,-1.101,-1085,253,254,255
-16.881,-60.906,-1.104,-1052,254,253,255
-16.892,-60.899,-1.093,-1101,253,254,255
-16.904,-60.893,-1.091,-1108,254,254,254
-16.88,-60.903,-1.089,-1081,254,253,255
-16.88,-60.904,-1.081,-1088,254,253,255
-16.902,-60.893,-1.076,-1150,254,254,254
-16.891,-60.897,-1.078,-1059,253,254,255
-16.892,-60.899,-1.063,-1108,253,254,255
-16.902,-60.892,-1.069,-1170,254,254,254
-16.88,-60.903,-1.065,-1099,254,253,255
-16.891,-60.898,-1.055,-1075,253,254,255
-16.902,-60.893,-1.054,-1190,254,254,255
-16.88,-60.903,-1.051,-1126,255,253,254
-16.904,-60.893,-1.039,-1124,255,252,255
-16.892,-60.898,-1.04,-1085,254,254,255
-16.879,-60.9,-1.042,-1150,255,253,252
-16.904,-60.891,-1.025,-1186,255,252,255
-16.891,-60.897,-1.024,-1095,254,254,255
-16.903,-60.891,-1.017,-1173,255,252,255
-16.892,-60.898,-1.016,-1116,254,254,255
-16.879,-60.899,-1.027,-1062,255,253,252
-16.892,-60.899,-1.001,-1111,253,254,255
-16.902,-60.894,-1.002,-1209,255,252,255
-16.879,-60.902,-1.012,-1096,255,253,252
-16.88,-60.902,-1.004,-1080,255,253,252
-16.809,-60.93,-1.117,-1101,252,255,255
-16.772,-60.942,-1.114,-1096,252,253,255
-16.785,-60.938,-1.116,-1103,255,255,253
-16.785,-60.94,-1.1,-1086,255,255,253
-16.761,-60.948,-1.116,-1121,250,255,255
-16.772,-60.943,-1.106,-1088,255,255,255
-16.761,-60.951,-1.101,-1075,251,254,255
-16.762,-60.952,-1.094,-1132,251,254,255
-16.798,-60.938,-1.093,-1073,254,255,255
-16.785,-60.941,-1.093,-1067,255,255,253
-16.785,-60.941,-1.077,-1113,255,254,251
-16.785,-60.939,-1.069,-1122,255,254,251
-16.773,-60.945,-1.09,-1106,255,254,255
-16.773,-60.944,-1.082,-1098,255,255,253
-16.76,-60.947,-1.079,-1118,255,255,255
-16.772,-60.943,-1.066,-1150,253,252,250
-16.761,-60.948,-1.064,-1140,253,253,255
-16.867,-60.905,-1.1,-1101,254,253,255
-16.867,-60.907,-1.116,-1049,254,253,255
-16.855,-60.91,-1.116,-1093,255,253,250
-16.845,-60.917,-1.107,-1108,255,253,250
-16.856,-60.911,-1.107,-1098,255,253,250
-16.844,-60.914,-1.115,-1085,255,253,250
-16.82,-60.924,-1.115,-1034,252,255,255
-16.833,-60.922,-1.113,-1104,255,253,252
-16.821,-60.927,-1.107,-1062,252,255,255
-16.832,-60.92,-1.106,-1073,255,253,252
-16.867,-60.907,-1.092,-1077,254,253,255
-16.844,-60.917,-1.092,-1044,255,253,250
-16.855,-60.91,-1.092,-1118,255,254,250
-16.868,-60.907,-1.077,-1131,254,254,255
-16.868,-60.907,-1.069,-1111,254,254,255
-16.856,-60.913,-1.076,-1131,255,254,249
-16.844,-60.915,-1.068,-1086,255,253,250
-16.856,-60.912,-1.068,-1114,255,254,249
-16.832,-60.921,-1.09,-1091,255,254,252
-16.82,-60.923,-1.091,-1037,252,255,255
-16.832,-60.92,-1.082,-1122,255,254,252
-16.82,-60.926,-1.075,-1047,252,255,255
-16.82,-60.923,-1.068,-1091,251,255,255
-16.844,-60.914,-1.075,-1073,255,253,250
-16.832,-60.92,-1.067,-1103,255,254,252
-16.797,-60.936,-1.116,-1137,254,255,255
-16.809,-60.93,-1.101,-1113,252,255,255
-16.797,-60.935,-1.101,-1119,254,255,255
-16.808,-60.926,-1.093,-1090,252,255,255
-16.809,-60.931,-1.077,-1111,252,255,255
-16.808,-60.928,-1.069,-1080,252,255,255
-16.796,-60.934,-1.077,-1098,254,255,255
-16.797,-60.934,-1.069,-1108,254,255,255
-16.772,-60.942,-1.05,-1106,254,253,255
-16.785,-60.941,-1.053,-1119,255,253,255
-16.785,-60.939,-1.045,-1093,255,252,255
-16.761,-60.951,-1.05,-1106,254,253,255
-16.772,-60.943,-1.043,-1108,255,254,255
-16.761,-60.948,-1.043,-1108,254,254,255
-16.785,-60.939,-1.012,-1032,255,251,255
-16.772,-60.943,-1.026,-1065,254,253,255
-16.772,-60.943,-1.019,-1118,254,252,255
-16.76,-60.944,-1.028,-1147,254,255,255
-16.772,-60.942,-1.002,-1114,255,253,254
-16.76,-60.946,-1.013,-1063,254,255,255
-16.761,-60.949,-1.005,-1131,250,251,255
-16.867,-60.906,-1.037,-1080,255,252,252
-16.868,-60.907,-1.053,-1127,255,253,254
-16.856,-60.913,-1.052,-1103,255,254,252
-16.856,-60.913,-1.044,-1072,254,254,252
-16.844,-60.914,-1.052,-1085,255,252,249
-16.833,-60.922,-1.051,-1119,255,252,249
-16.82,-60.924,-1.052,-1081,252,255,255
-16.82,-60.925,-1.044,-1137,254,255,253
-16.832,-60.919,-1.044,-1090,255,252,249
-16.843,-60.913,-1.044,-1062,255,252,249
-16.868,-60.907,-1.03,-1109,255,252,252
-16.844,-60.915,-1.029,-1118,255,252,249
-16.856,-60.911,-1.028,-1122,254,254,252
-16.845,-60.917,-1.013,-1126,255,252,253
-16.856,-60.912,-1.012,-1078,254,254,254
-16.844,-60.915,-1.005,-1062,255,253,254
-16.855,-60.91,-1.004,-1080,254,254,254
-16.832,-60.921,-1.027,-1131,255,252,249
-16.82,-60.924,-1.028,-1124,254,255,253
-16.833,-60.923,-1.012,-1063,255,253,254
-16.833,-60.923,-1.004,-1121,255,253,254
-16.82,-60.924,-1.012,-1129,254,255,255
-16.82,-60.925,-1.004,-1027,254,255,255
-16.867,-60.906,-1.014,-1081,255,252,252
-16.867,-60.905,-1.006,-1096,255,252,252
-16.809,-60.93,-1.053,-1124,252,255,255
-16.797,-60.935,-1.053,-1055,254,255,255
-16.808,-60.929,-1.037,-1118,252,255,255
-16.797,-60.934,-1.038,-1139,254,255,255
-16.809,-60.93,-1.03,-1075,254,255,255
-16.797,-60.935,-1.03,-1077,255,255,255
-16.784,-60.937,-1.029,-1113,255,252,255
-16.809,-60.931,-1.014,-1045,255,255,253
